ID,0
DB2.158,4.896845227193273
DB2.111,4.340094259208975
DB2.156,4.8339202468274545
DB2.143,4.970054857699902
DB2.098,4.920466217597488
DB2.164,5.228235133333032
DB2.120,5.291271270020405
DB2.121,6.157887241171464
DB2.128,5.5992934039356195
DB2.142,4.35240603769437
DB2.161,5.385175002865797
DB2.119,1.3477197691779503
DB2.103,6.1930424282800836
DB2.101,5.392323374301191
DB2.172,5.346682744914942
DB2.139,6.094266088286347
DB2.099,7.034765493504453
DB2.152,4.517959083560969
DB2.082,5.46002095554685
DB2.115,5.242447861802541
DB2.079,5.247529401847167
DB2.151,5.8711323386046335
DB2.165,3.9045185165009517
DB2.136,4.736044037845945
DB2.070,6.220247995570643
DB2.102,4.255701360481617
DB2.069,5.503459158346259
DB2.244,3.106565897178679
DB2.169,5.1048472036866475
DB2.147,6.032923311905023
DB2.091,5.6468352552015615
DB2.088,5.183089212167455
DB2.155,4.806363268305199
DB2.104,3.7487487431227535
DB2.162,6.0361132785485925
DB2.090,6.196072309957315
DB2.117,4.960719337820738
DB2.132,4.6996434883680855
DB2.146,5.25994795762488
DB2.092,4.326628031428387
DB2.149,5.561770736264083
DB2.123,4.806573598409722
DB2.153,5.505460646163537
DB2.166,7.109292639846034
DB2.105,5.943984105726265
DB2.129,5.561355572569113
DB2.144,6.045524269706692
DB2.087,4.21123499334185
DB2.097,6.09601843783356
DB2.085,4.829613979215019
DB2.167,5.588942659964294
DB2.154,5.601858110514571
DB2.080,4.381600734153219
DB2.078,5.882035826811696
DB2.089,5.655657447242861
DB2.116,5.7924067776568675
DB2.242,5.266483393869888
DB2.245,5.600362949701566
DB2.114,5.897816207523193
DB2.113,5.418052813391211
DB2.145,5.979581493344069
DB2.134,4.867200506999599
DB2.067,6.168447373854381
DB2.096,6.452912271968065
DB2.171,4.98501327641648
DB2.131,5.647129814968013
DB2.141,2.7239885167400955
DB2.071,5.277966038753663
DB2.084,5.52858122591092
DB2.126,5.152716861761648
DB2.239,5.397399751491415
DB2.168,4.6021602489822016
DB2.130,4.9538044012291405
DB2.124,5.569988809898813
DB2.138,4.531324380069365
DB2.240,4.684952010864741
DB2.074,2.9435650583827764
DB2.073,4.268419470916031
DB2.150,4.856568997334111
DB2.157,4.029061430082117
DB2.109,5.011937791291986
DB2.241,5.289508646144397
DB2.110,5.212716214359452
DB2.095,5.337698132547859
DB2.072,6.141231276615311
DB2.081,7.131305535195277
DB2.108,5.519650176905695
DB2.127,4.221403550226195
DB2.076,4.645262542708868
DB2.077,6.373584313618285
DB2.163,6.185529864663782
DB2.086,6.151035739895339
DB2.140,4.663660930522552
DB2.094,4.720652951581098
DB2.100,4.9129333257264385
DB2.160,4.149811668664446
DB2.125,4.613143311318278
DB2.068,3.9635503966461862
DB2.122,6.794878618816736
DB2.118,4.982544477242097
DB2.083,5.333305630907197
DB2.170,4.974123134764944
DB2.135,4.619253539010861
DB3.084,6.516020464661513
DB3.009,5.473326476368873
DB3.087,5.934485451587775
DB3.264,4.057496722443563
DB3.013,6.662976937613842
DB3.006,3.984130334487474
DB3.232,6.472287121894336
DB3.068,5.132640063167865
DB3.108,4.49060097054971
DB3.046,5.8976416119698465
DB3.015,5.864666704518483
DB3.104,4.812107714313788
DB3.044,6.756792132558237
DB3.018,6.365627249864482
DB3.054,6.267815508760515
DB3.030,5.430441108205033
DB3.011,6.015341600286542
DB3.238,5.052324459106862
DB3.061,6.309403088186144
DB3.070,7.868864008790778
DB3.092,3.652255601620735
DB3.066,5.03484873822741
DB3.074,5.905120505984878
DB3.049,5.457444837742641
DB3.055,3.030272665166511
DB3.021,5.005704668208406
DB3.088,6.082871529453125
DB3.082,6.970448479231517
DB3.014,4.801060216276535
DB3.041,6.695253930012202
DB3.094,6.094212333436725
DB3.251,5.567729729793196
DB3.234,6.019858652714419
DB3.028,5.176317737802029
DB3.077,8.466635821775496
DB3.036,4.805209923625469
DB3.053,5.468977553756545
DB3.065,7.053574618936292
DB3.095,6.714018322748779
DB3.019,5.334241220398139
DB3.263,6.002762023474214
DB3.265,5.470555820980131
DB3.235,6.351174866913047
DB3.062,3.6164835392854213
DB3.023,5.634630818783911
DB3.052,6.002741481353335
DB3.110,5.6189726533958675
DB3.106,5.516281457945914
DB3.007,4.514925401427538
DB3.042,5.036875707946833
DB3.033,6.0000753655182235
DB3.005,5.403801641769708
DB3.059,5.754926139253745
DB3.056,6.18178815171852
DB3.080,7.362362620245678
DB3.008,6.211709502327052
DB3.039,6.4780932237510775
DB3.045,6.608121466541613
DB3.218,6.253600687673807
DB3.103,4.802823872794675
DB3.004,5.384041071376915
DB3.109,5.9362542873242035
DB3.040,6.19148694015837
DB3.051,6.313212362988379
DB3.057,5.9588091431586445
DB3.037,5.132135458808906
DB3.071,3.7836265289336044
DB3.237,5.432309472249267
DB3.098,5.85334665943329
DB3.078,6.5992580038334046
DB3.083,4.165371806526668
DB3.230,6.282498334753692
DB3.016,6.0306744186840575
DB3.216,5.498845167367961
DB3.010,5.436025211130969
DB3.090,5.997584373871217
DB3.048,5.3459284930819155
DB3.073,7.146267371968026
DB3.250,4.611903405383859
DB3.027,5.774068285077659
DB3.034,4.865879443625827
DB3.091,5.481755498053159
DB3.236,6.425606305881675
DB3.064,7.2696838621371045
DB3.060,3.9787492685805623
DB3.024,5.971876331214788
DB3.017,6.0820635372179765
DB3.096,5.0696399268987475
DB3.003,5.977668581803927
DB3.076,5.809102559804254
DB3.047,7.27962476400191
DB3.043,5.981881119542285
DB3.012,6.131433326911223
DB3.226,5.197444227388491
DB3.097,6.0839297854512155
DB3.219,5.456907403054578
DB3.089,6.30192792885762
DB3.105,5.892668138588848
DB3.058,5.508615455713405
DB3.050,5.398261544940801
DB3.215,4.736772757409073
DB3.069,5.749969211152861
DB3.223,5.983259027422175
DB3.093,6.526128441009297
DB3.001,4.722634262466235
DB3.212,5.048876972726086
DB3.229,6.313318184716487
DB3.020,5.776452052335826
DB3.101,4.377332845054329
DB3.231,3.0022335876214843
DB3.025,6.876419307878363
DB3.067,5.511254993943132
DB3.029,5.2997803378147195
DB3.022,5.254183597192391
DB3.269,4.461988447645536
DB3.026,6.1771614695953225
DB3.072,6.3550533754437435
DB3.032,5.523289039280903
DB3.038,4.576009253204499
DB3.031,4.50909333159953
DB3.099,7.462188497972253
DB3.102,5.066962235583416
DB3.100,6.073551399180919
DB3.075,5.607709680223924
DB3.079,4.7854643517423785
DB4.240,6.003611092684149
DB4.248,8.387037802123203
DB4.249,6.8623354711599935
DB4.252,6.697736488351929
DB4.250,4.401304316628182
DB4.255,5.244649734770505
DB4.260,5.786465331417119
DB4.246,6.469750742488003
DB4.238,7.478594608957794
DB4.271,5.8326813032717535
DB4.258,6.1881353371013175
DB4.241,7.325173049615942
DB4.259,7.524856211973841
DB4.257,7.547189477171803
DB4.262,7.760636901128653
DB4.237,5.709937383312388
DB4.261,5.407840023973087
DB4.243,5.308103012559601
DB4.270,5.5086639492719875
DB4.247,5.458921954473955
DB4.242,4.798578801421602
DB4.239,6.780400815846645
DB4.263,7.461679148664755
DB4.251,6.9023116114131735
DB4.253,8.66310306510623
DB4.244,7.139388281533832
DB4.245,7.691095323049146
DB4.266,5.373138471944593
